dateTime;country;total_cases;new_cases;total_deaths;new_deaths;total_recovered;active_cases;critical_cases;cases_per_million;deaths_per_million
2020-04-01T11:03:10.244107;Netherlands;12595;0;1039;0;250;11306;1053;735;61
2020-04-01T11:03:10.244107;Austria;10387;207;146;18;1095;9146;215;1153;16
2020-04-01T11:03:10.244107;S. Korea;9887;101;165;3;5567;4155;55;193;3
2020-04-01T11:03:10.244107;Canada;8612;0;101;0;1242;7269;120;228;3
2020-04-01T11:03:10.244107;Portugal;7443;0;160;0;43;7240;188;730;16
2020-04-01T11:03:10.244107;Brazil;5812;95;202;1;127;5483;296;27;10
2020-04-01T11:03:10.244107;Israel;5591;233;21;1;226;5344;97;646;2
2020-04-01T11:03:10.244107;Australia;4864;101;21;1;345;4498;50;191;8
2020-04-01T11:03:10.244107;Norway;4699;58;40;1;13;4646;105;867;7
2020-04-01T11:03:10.244107;Sweden;4435;0;180;0;16;4239;358;439;18
2020-04-01T11:03:10.244107;Czechia;3330;22;32;1;45;3253;70;311;3
2020-04-01T11:03:10.244107;Ireland;3235;0;71;0;5;3159;103;655;14
2020-04-01T11:03:10.244107;Malaysia;2908;142;45;2;645;2218;102;90;1
2020-04-01T11:03:10.244107;Denmark;2860;0;90;0;1;2769;145;494;16
2020-04-01T11:03:10.244107;Russia;2777;440;24;7;190;2563;8;19;2
2020-04-01T11:03:10.244107;Chile;2738;0;12;0;156;2570;14;143;6
2020-04-01T11:03:10.244107;Romania;2460;215;85;3;252;2123;57;128;4
2020-04-01T11:03:10.244107;Poland;2347;36;35;2;7;2305;50;62;9
2020-04-01T11:03:10.244107;Philippines;2311;227;96;8;50;2165;1;21;9
2020-04-01T11:03:10.244107;Ecuador;2302;0;79;0;58;2165;100;130;4
2020-04-01T11:03:10.244107;Japan;2178;0;57;0;472;1649;69;17;5
2020-04-01T11:03:10.244107;Luxembourg;2178;0;23;0;80;2075;31;3479;37
2020-04-01T11:03:10.244107;Pakistan;2042;104;26;0;82;1934;12;9;1
2020-04-01T11:03:10.244107;Thailand;1771;120;12;2;416;1343;23;25;2
2020-04-01T11:03:10.244107;Indonesia;1677;149;157;21;103;1417;0;6;6
2020-04-01T11:03:10.244107;India;1590;193;45;10;148;1397;0;1;3
2020-04-01T11:03:10.244107;Saudi Arabia;1563;0;10;0;165;1388;31;45;3
2020-04-01T11:03:10.244107;Finland;1446;28;17;0;10;1419;56;261;3
2020-04-01T11:03:10.244107;South Africa;1353;0;5;0;50;1298;7;23;8
2020-04-01T11:03:10.244107;Greece;1314;0;49;0;52;1213;72;126;5
2020-04-01T11:03:10.244107;Mexico;1215;121;29;1;35;1151;1;9;2
2020-04-01T11:03:10.244107;Panama;1181;0;30;0;9;1142;50;274;7
2020-04-01T11:03:10.244107;Iceland;1135;0;2;0;198;935;11;3326;6
2020-04-01T11:03:10.244107;Dominican Republic;1109;0;51;0;5;1053;0;102;5
2020-04-01T11:03:10.244107;Peru;1065;0;30;0;394;641;49;32;9
2020-04-01T11:03:10.244107;Argentina;1054;0;27;0;240;787;0;23;6
2020-04-01T11:03:10.244107;Singapore;926;0;3;0;240;683;22;158;5
2020-04-01T11:03:10.244107;Colombia;906;0;16;0;31;859;35;18;3
2020-04-01T11:03:10.244107;Serbia;900;0;23;0;42;835;62;103;3
2020-04-01T11:03:10.244107;Croatia;867;0;6;0;67;794;32;211;1
2020-04-01T11:03:10.244107;Slovenia;841;39;15;0;10;816;31;405;7
2020-04-01T11:03:10.244107;Qatar;781;0;2;0;62;717;6;271;7
2020-04-01T11:03:10.244107;Estonia;779;34;5;1;33;741;15;587;4
2020-04-01T11:03:10.244107;Hong Kong;765;50;4;0;147;614;5;102;5
2020-04-01T11:03:10.244107;Algeria;716;0;44;0;46;626;0;16;1
2020-04-01T11:03:10.244107;Diamond Princess;712;0;11;0;603;98;15;0;0
2020-04-01T11:03:10.244107;Egypt;710;0;46;0;157;507;0;7;4
2020-04-01T11:03:10.244107;New Zealand;708;61;1;0;83;624;2;147;2
2020-04-01T11:03:10.244107;Iraq;694;0;50;0;170;474;0;17;1
2020-04-01T11:03:10.244107;Ukraine;669;24;17;0;10;642;0;15;4
2020-04-01T11:03:10.244107;UAE;664;0;6;0;61;597;2;67;6
2020-04-01T11:03:10.244107;Morocco;638;21;36;0;24;578;1;17;10
2020-04-01T11:03:10.244107;Lithuania;581;44;8;0;7;566;11;213;3
2020-04-01T11:03:10.244107;Armenia;571;39;3;0;31;537;30;193;1
2020-04-01T11:03:10.244107;Bahrain;567;0;4;0;316;247;2;333;2
2020-04-01T21:30:35.782439;USA;211408;22878;4718;665;8805;197885;5005;639;14
2020-04-01T21:30:35.782439;Italy;110574;4782;13155;727;16847;80572;4035;1829;218
2020-04-01T21:30:35.782439;Spain;102179;6256;9131;667;22647;70401;5872;2185;195
2020-04-01T21:30:35.782439;Germany;77872;6064;920;145;18700;58252;3408;929;11
2020-04-01T21:30:35.782439;France;56989;4861;4032;509;10934;42023;5565;873;62
2020-04-01T21:30:35.782439;Iran;47593;2988;3036;138;15473;29084;3871;567;36
2020-04-01T21:30:35.782439;UK;29474;4324;2352;563;135;26987;163;434;35
2020-04-01T21:30:35.782439;Switzerland;17768;1163;488;55;2967;14313;348;2053;56
2020-04-01T21:30:35.782439;Turkey;15679;2148;277;63;333;15069;847;186;3
2020-04-01T21:30:35.782439;Belgium;13964;1189;828;123;2132;11004;1088;1205;71
2020-04-01T21:30:35.782439;Netherlands;13614;1019;1173;134;250;12191;1053;795;68
2020-04-01T21:30:35.782439;Austria;10711;531;146;18;1436;9129;215;1189;16
2020-04-01T21:30:35.782439;S. Korea;9887;101;165;3;5567;4155;55;193;3
2020-04-01T21:30:35.782439;Canada;9560;948;112;11;1603;7845;120;253;3
2020-04-01T21:30:35.782439;Portugal;8251;808;187;27;43;8021;230;809;18
2020-04-01T21:30:35.782439;Brazil;6836;1119;240;39;127;6469;296;32;1
2020-04-01T21:30:35.782439;Israel;6092;734;26;6;241;5825;95;704;3
2020-04-01T21:30:35.782439;Sweden;4947;512;239;59;103;4605;393;490;24
2020-04-01T21:30:35.782439;Australia;4864;101;21;1;345;4498;50;191;8
2020-04-01T21:30:35.782439;Norway;4863;222;44;5;13;4806;105;897;8
2020-04-01T21:30:35.782439;Czechia;3508;200;39;8;61;3408;70;328;4
2020-04-01T21:30:35.782439;Ireland;3447;212;85;14;5;3357;103;698;17
2020-04-01T21:30:35.782439;Denmark;3107;247;104;14;894;2109;145;536;18
2020-04-01T21:30:35.782439;Chile;3031;293;16;4;234;2781;31;159;8
2020-04-01T21:30:35.782439;Malaysia;2908;142;45;2;645;2218;102;90;1
2020-04-01T21:30:35.782439;Russia;2777;440;24;7;190;2563;8;19;2
2020-04-01T21:30:35.782439;Ecuador;2748;446;93;14;58;2597;100;156;5
2020-04-01T21:30:35.782439;Poland;2554;243;43;10;47;2464;50;67;1
2020-04-01T21:30:35.782439;Romania;2460;215;92;10;252;2116;57;128;5
2020-04-01T21:30:35.782439;Luxembourg;2319;141;29;6;80;2210;31;3705;46
2020-04-01T21:30:35.782439;Philippines;2311;227;96;8;50;2165;1;21;9
2020-04-01T21:30:35.782439;Japan;2178;0;57;0;472;1649;69;17;5
2020-04-01T21:30:35.782439;Pakistan;2118;180;27;1;94;1997;12;10;1
2020-04-01T21:30:35.782439;India;1998;601;58;23;148;1792;0;1;4
2020-04-01T21:30:35.782439;Thailand;1771;120;12;2;505;1254;23;25;2
2020-04-01T21:30:35.782439;Saudi Arabia;1720;157;16;6;264;1440;31;49;5
2020-04-01T21:30:35.782439;Indonesia;1677;149;157;21;103;1417;0;6;6
2020-04-01T21:30:35.782439;Finland;1446;28;17;0;10;1419;62;261;3
2020-04-01T21:30:35.782439;Greece;1415;101;50;1;52;1313;90;136;5
2020-04-01T21:30:35.782439;South Africa;1380;27;5;0;50;1325;7;23;8
2020-04-01T21:30:35.782439;Peru;1323;258;38;8;394;891;49;40;1
2020-04-01T21:30:35.782439;Dominican Republic;1284;175;57;6;9;1218;0;118;5
2020-04-01T21:30:35.782439;Iceland;1220;85;2;0;225;993;12;3575;6
2020-04-01T21:30:35.782439;Mexico;1215;121;29;1;35;1151;1;9;2
2020-04-01T21:30:35.782439;Panama;1181;0;30;0;9;1142;50;274;7
2020-04-01T21:30:35.782439;Colombia;1065;159;17;1;39;1009;47;21;3
2020-04-01T21:30:35.782439;Serbia;1060;160;28;5;42;990;62;121;3
2020-04-01T21:30:35.782439;Argentina;1054;0;28;1;248;778;0;23;6
2020-04-01T21:30:35.782439;Singapore;1000;74;3;0;245;752;24;171;5
2020-04-01T21:30:35.782439;Croatia;963;96;6;0;73;884;34;235;1
2020-04-01T21:30:35.782439;Algeria;847;131;58;14;61;728;0;19;1
2020-04-01T21:30:35.782439;Slovenia;841;39;15;0;10;816;31;405;7
2020-04-01T21:30:35.782439;Qatar;835;54;2;0;71;762;37;290;7
2020-04-01T21:30:35.782439;UAE;814;150;8;2;61;745;2;82;8
2020-04-01T21:30:35.782439;Ukraine;794;149;20;3;13;761;0;18;5
2020-04-01T21:30:35.782439;Egypt;779;69;52;6;179;548;0;8;5
2020-04-01T21:30:35.782439;Estonia;779;34;5;1;33;741;15;587;4
2020-04-01T21:30:35.782439;Hong Kong;765;50;4;0;147;614;5;102;5
2020-04-01T21:30:35.782439;Iraq;728;34;52;2;182;494;0;18;1
2020-04-01T21:30:35.782439;Diamond Princess;712;0;11;0;603;98;15;0;0
2020-04-01T21:30:35.782439;New Zealand;708;61;1;0;83;624;2;147;2
2020-04-01T21:30:35.782439;Morocco;654;37;39;3;29;586;1;18;1
2020-04-01T21:30:35.782439;Lithuania;581;44;8;0;7;566;11;213;3
2020-04-01T21:30:35.782439;Armenia;571;39;4;1;31;536;30;193;1
2020-04-01T21:30:35.782439;Bahrain;569;2;4;0;337;228;3;334;2
2020-04-02T19:10:59.695414;USA;237877;22874;5715;613;10324;221838;5421;719;17
2020-04-02T19:10:59.695414;Italy;115242;4668;13915;760;18278;83049;4053;1906;230
2020-04-02T19:10:59.695414;Spain;110238;6120;10096;709;26743;73399;6092;2358;216
2020-04-02T19:10:59.695414;Germany;84600;6619;1097;166;21400;62103;3936;1010;13
2020-04-02T19:10:59.695414;France;59105;2116;4503;471;12428;42174;6399;905;69
2020-04-02T19:10:59.695414;Iran;50468;2875;3160;124;16711;30597;3956;601;38
2020-04-02T19:10:59.695414;UK;33718;4244;2921;569;135;30662;163;497;43
2020-04-02T19:10:59.695414;Switzerland;18827;1059;536;48;4013;14278;348;2175;62
2020-04-02T19:10:59.695414;Turkey;18135;2456;356;79;415;17364;1101;215;4
2020-04-02T19:10:59.695414;Belgium;15348;1384;1011;183;2495;11842;1144;1324;87
2020-04-02T19:10:59.695414;Netherlands;14697;1083;1339;166;250;13108;1053;858;78
2020-04-02T19:10:59.695414;Canada;11118;1387;134;20;1906;9078;120;295;4
2020-04-02T19:10:59.695414;Austria;11108;397;158;12;1749;9201;227;1233;18
2020-04-02T19:10:59.695414;S. Korea;9976;89;169;4;5828;3979;55;195;3
2020-04-02T19:10:59.695414;Portugal;9034;783;209;22;68;8757;230;886;20
2020-04-02T19:10:59.695414;Brazil;7910;1030;299;57;127;7484;296;37;1
2020-04-02T19:10:59.695414;Israel;6857;765;34;8;338;6485;107;792;4
2020-04-02T19:10:59.695414;Sweden;5568;621;308;69;103;5157;429;551;30
2020-04-02T19:10:59.695414;Australia;5139;91;27;4;345;4767;50;202;1
2020-04-02T19:10:59.695414;Norway;5136;259;50;6;32;5054;96;947;9
2020-04-02T19:10:59.695414;Ireland;3849;402;98;13;5;3746;109;779;20
2020-04-02T19:10:59.695414;Czechia;3805;216;44;5;67;3694;72;355;4
2020-04-02T19:10:59.695414;Russia;3548;771;30;6;235;3283;8;24;2
2020-04-02T19:10:59.695414;Chile;3404;373;18;2;335;3051;31;178;9
2020-04-02T19:10:59.695414;Denmark;3386;279;123;19;1089;2174;153;585;21
2020-04-02T19:10:59.695414;Ecuador;3163;405;120;22;58;2985;100;179;7
2020-04-02T19:10:59.695414;Malaysia;3116;208;50;5;767;2299;105;96;2
2020-04-02T19:10:59.695414;Romania;2738;278;114;22;267;2357;78;142;6
2020-04-02T19:10:59.695414;Poland;2692;138;51;8;56;2585;50;71;1
2020-04-02T19:10:59.695414;Philippines;2633;322;107;11;51;2475;1;24;10
2020-04-02T19:10:59.695414;India;2536;538;72;14;189;2275;0;2;5
2020-04-02T19:10:59.695414;Luxembourg;2487;168;30;1;80;2377;31;3973;48
2020-04-02T19:10:59.695414;Pakistan;2386;268;33;6;107;2246;9;11;1
2020-04-02T19:10:59.695414;Japan;2384;0;57;0;472;1855;69;19;5
2020-04-02T19:10:59.695414;Saudi Arabia;1885;165;21;5;328;1536;31;54;6
2020-04-02T19:10:59.695414;Thailand;1875;104;15;3;505;1355;23;27;2
2020-04-02T19:10:59.695414;Indonesia;1790;113;170;13;112;1508;0;7;6
2020-04-02T19:10:59.695414;Greece;1544;129;53;2;61;1430;91;148;5
2020-04-02T19:10:59.695414;Finland;1518;72;19;2;300;1199;65;274;3
2020-04-02T19:10:59.695414;South Africa;1462;82;5;0;50;1407;7;25;8
2020-04-02T19:10:59.695414;Peru;1414;91;47;9;537;830;49;43;1
2020-04-02T19:10:59.695414;Dominican Republic;1380;96;60;3;16;1304;147;127;6
2020-04-02T19:10:59.695414;Mexico;1378;163;37;8;35;1306;1;11;3
2020-04-02T19:10:59.695414;Iceland;1319;99;4;2;284;1031;12;3865;12
2020-04-02T19:10:59.695414;Panama;1317;0;32;0;9;1276;50;305;7
2020-04-02T19:10:59.695414;Serbia;1171;111;31;3;42;1098;81;134;4
2020-04-02T19:10:59.695414;Colombia;1161;96;19;2;55;1087;50;23;4
2020-04-02T19:10:59.695414;Argentina;1133;0;34;2;256;843;0;25;8
2020-04-02T19:10:59.695414;Singapore;1049;49;4;1;266;779;24;179;7
2020-04-02T19:10:59.695414;UAE;1024;210;8;0;96;920;2;104;8
2020-04-02T19:10:59.695414;Croatia;1011;48;7;1;88;916;34;246;2
2020-04-02T19:10:59.695414;Algeria;986;139;86;28;61;839;0;22;2
2020-04-02T19:10:59.695414;Qatar;949;114;3;1;72;874;37;329;1
2020-04-02T19:10:59.695414;Ukraine;897;103;22;2;19;856;0;21;5
2020-04-02T19:10:59.695414;Slovenia;897;56;17;2;70;810;31;431;8
2020-04-02T19:10:59.695414;Estonia;858;79;11;6;45;802;16;647;8
2020-04-02T19:10:59.695414;Egypt;850;71;52;0;179;619;0;8;5
2020-04-02T19:10:59.695414;Hong Kong;802;36;4;0;154;644;8;107;5
2020-04-02T19:10:59.695414;New Zealand;797;89;1;0;92;704;2;165;2
2020-04-02T19:10:59.695414;Iraq;772;44;54;2;202;516;0;19;1
2020-04-02T19:10:59.695414;Diamond Princess;712;0;11;0;619;82;15;0;0
2020-04-02T19:10:59.695414;Morocco;691;37;44;5;30;617;1;19;1
2020-04-02T19:10:59.695414;Armenia;663;92;5;1;33;625;30;224;2
2020-04-02T19:10:59.695414;Lithuania;649;68;9;1;7;633;11;238;3
2020-04-02T19:10:59.695414;Bahrain;643;74;4;0;381;258;3;378;2
2020-04-02T21:30:53.812125;USA;240511;25508;5810;708;10365;224336;5421;727;18
2020-04-02T21:30:53.812125;Italy;115242;4668;13915;760;18278;83049;4053;1906;230
2020-04-02T21:30:53.812125;Spain;112065;7947;10348;961;26743;74974;6092;2397;221
2020-04-02T21:30:53.812125;Germany;84788;6807;1107;176;22440;61241;3936;1012;13
2020-04-02T21:30:53.812125;France;59105;2116;5387;1355;12428;41290;6399;905;83
2020-04-02T21:30:53.812125;Iran;50468;2875;3160;124;16711;30597;3956;601;38
2020-04-02T21:30:53.812125;UK;33718;4244;2921;569;135;30662;163;497;43
2020-04-02T21:30:53.812125;Switzerland;18827;1059;536;48;4013;14278;348;2175;62
2020-04-02T21:30:53.812125;Turkey;18135;2456;356;79;415;17364;1101;215;4
2020-04-02T21:30:53.812125;Belgium;15348;1384;1011;183;2495;11842;1144;1324;87
2020-04-02T21:30:53.812125;Netherlands;14697;1083;1339;166;250;13108;1053;858;78
2020-04-02T21:30:53.812125;Canada;11131;1400;161;47;1906;9064;120;295;4
2020-04-02T21:30:53.812125;Austria;11123;412;158;12;1749;9216;227;1235;18
2020-04-02T21:30:53.812125;S. Korea;9976;89;169;4;5828;3979;55;195;3
2020-04-02T21:30:53.812125;Portugal;9034;783;209;22;68;8757;230;886;20
2020-04-02T21:30:53.812125;Brazil;7910;1030;299;57;127;7484;296;37;1
2020-04-02T21:30:53.812125;Israel;6857;765;36;10;338;6483;107;792;4
2020-04-02T21:30:53.812125;Sweden;5568;621;308;69;103;5157;429;551;30
2020-04-02T21:30:53.812125;Australia;5230;182;27;4;585;4618;50;205;1
2020-04-02T21:30:53.812125;Norway;5142;265;50;6;32;5060;96;948;9
2020-04-02T21:30:53.812125;Ireland;3849;402;98;13;5;3746;109;779;20
2020-04-02T21:30:53.812125;Czechia;3805;216;44;5;67;3694;72;355;4
2020-04-02T21:30:53.812125;Russia;3548;771;30;6;235;3283;8;24;2
2020-04-02T21:30:53.812125;Chile;3404;373;18;2;335;3051;31;178;9
2020-04-02T21:30:53.812125;Denmark;3386;279;123;19;1089;2174;153;585;21
2020-04-02T21:30:53.812125;Ecuador;3163;405;120;22;65;2978;100;179;7
2020-04-02T21:30:53.812125;Malaysia;3116;208;50;5;767;2299;105;96;2
2020-04-02T21:30:53.812125;Poland;2946;392;57;14;56;2833;50;78;2
2020-04-02T21:30:53.812125;Romania;2738;278;115;23;267;2356;78;142;6
2020-04-02T21:30:53.812125;Philippines;2633;322;107;11;51;2475;1;24;10
2020-04-02T21:30:53.812125;India;2536;538;72;14;191;2273;0;2;5
2020-04-02T21:30:53.812125;Luxembourg;2487;168;30;1;80;2377;31;3973;48
2020-04-02T21:30:53.812125;Pakistan;2386;268;34;7;107;2245;9;11;2
2020-04-02T21:30:53.812125;Japan;2384;0;57;0;472;1855;69;19;5
2020-04-02T21:30:53.812125;Saudi Arabia;1885;165;21;5;328;1536;31;54;6
2020-04-02T21:30:53.812125;Thailand;1875;104;15;3;505;1355;23;27;2
2020-04-02T21:30:53.812125;Indonesia;1790;113;170;13;112;1508;0;7;6
2020-04-02T21:30:53.812125;Greece;1544;129;53;2;61;1430;91;148;5
2020-04-02T21:30:53.812125;Finland;1518;72;19;2;300;1199;65;274;3
2020-04-02T21:30:53.812125;South Africa;1462;82;5;0;50;1407;7;25;8
2020-04-02T21:30:53.812125;Peru;1414;91;55;17;537;822;51;43;2
2020-04-02T21:30:53.812125;Dominican Republic;1380;96;60;3;16;1304;147;127;6
2020-04-02T21:30:53.812125;Mexico;1378;163;37;8;35;1306;1;11;3
2020-04-02T21:30:53.812125;Iceland;1319;99;4;2;284;1031;12;3865;12
2020-04-02T21:30:53.812125;Panama;1317;0;32;0;9;1276;50;305;7
2020-04-02T21:30:53.812125;Serbia;1171;111;31;3;42;1098;81;134;4
2020-04-02T21:30:53.812125;Colombia;1161;96;19;2;55;1087;50;23;4
2020-04-02T21:30:53.812125;Argentina;1133;0;34;2;256;843;0;25;8
2020-04-02T21:30:53.812125;Singapore;1049;49;4;1;266;779;24;179;7
2020-04-02T21:30:53.812125;UAE;1024;210;8;0;96;920;2;104;8
2020-04-02T21:30:53.812125;Croatia;1011;48;7;1;88;916;34;246;2
2020-04-02T21:30:53.812125;Algeria;986;139;86;28;61;839;0;22;2
2020-04-02T21:30:53.812125;Qatar;949;114;3;1;72;874;37;329;1
2020-04-02T21:30:53.812125;Ukraine;897;103;22;2;19;856;0;21;5
2020-04-02T21:30:53.812125;Slovenia;897;56;17;2;70;810;31;431;8
2020-04-02T21:30:53.812125;Egypt;865;86;58;6;201;606;0;8;6
2020-04-02T21:30:53.812125;Estonia;858;79;11;6;45;802;16;647;8
2020-04-02T21:30:53.812125;Hong Kong;802;36;4;0;154;644;8;107;5
2020-04-02T21:30:53.812125;New Zealand;797;89;1;0;92;704;2;165;2
2020-04-02T21:30:53.812125;Iraq;772;44;54;2;202;516;0;19;1
2020-04-02T21:30:53.812125;Diamond Princess;712;0;11;0;619;82;15;0;0
2020-04-02T21:30:53.812125;Morocco;708;54;44;5;31;633;1;19;1
2020-04-02T21:30:53.812125;Armenia;663;92;7;3;33;623;30;224;2
2020-04-02T21:30:53.812125;Lithuania;649;68;9;1;7;633;11;238;3
2020-04-02T21:30:53.812125;Bahrain;643;74;4;0;381;258;3;378;2
2020-04-03T11:03:02.714245;USA;245380;503;6095;25;10411;228874;5421;741;18
2020-04-03T11:03:02.714245;Spain;117710;5645;10935;587;30513;76262;6416;2518;234
2020-04-03T11:03:02.714245;Italy;115242;0;13915;0;18278;83049;4053;1906;230
2020-04-03T11:03:02.714245;Germany;85063;269;1111;4;22440;61512;3936;1015;13
2020-04-03T11:03:02.714245;France;59105;0;5387;0;12428;41290;6399;905;83
2020-04-03T11:03:02.714245;Iran;53183;2715;3294;134;17935;31954;4035;633;39
2020-04-03T11:03:02.714245;UK;33718;0;2921;0;135;30662;163;497;43
2020-04-03T11:03:02.714245;Switzerland;19145;318;573;37;4846;13726;348;2212;66
2020-04-03T11:03:02.714245;Turkey;18135;0;356;0;415;17364;1101;215;4
2020-04-03T11:03:02.714245;Belgium;16770;1422;1143;132;2872;12755;1205;1447;99
2020-04-03T11:03:02.714245;Netherlands;14697;0;1339;0;250;13108;1053;858;78
2020-04-03T11:03:02.714245;Canada;11283;0;173;0;1979;9131;120;299;5
2020-04-03T11:03:02.714245;Austria;11251;122;168;10;2022;9061;245;1249;19
2020-04-03T11:03:02.714245;S. Korea;10062;86;174;5;6021;3867;55;196;3
2020-04-03T11:03:02.714245;Portugal;9034;0;209;0;68;8757;230;886;20
2020-04-03T11:03:02.714245;Brazil;8066;22;327;3;127;7612;296;38;2
2020-04-03T11:03:02.714245;Israel;7030;173;37;1;338;6655;115;812;4
2020-04-03T11:03:02.714245;Sweden;5568;0;308;0;103;5157;429;551;30
2020-04-03T11:03:02.714245;Australia;5350;36;28;3;585;4737;50;210;1
2020-04-03T11:03:02.714245;Norway;5255;108;54;4;32;5169;96;969;10
2020-04-03T11:03:02.714245;Russia;4149;601;34;4;281;3834;8;28;2
2020-04-03T11:03:02.714245;Czechia;3869;11;46;2;71;3752;77;361;4
2020-04-03T11:03:02.714245;Ireland;3849;0;98;0;5;3746;109;779;20
2020-04-03T11:03:02.714245;Denmark;3672;286;123;0;1089;2460;153;634;21
2020-04-03T11:03:02.714245;Chile;3404;0;18;0;335;3051;31;178;9
2020-04-03T11:03:02.714245;Malaysia;3333;217;53;3;827;2453;108;103;2
2020-04-03T11:03:02.714245;Romania;3183;445;116;1;283;2784;83;165;6
2020-04-03T11:03:02.714245;Ecuador;3163;0;120;0;65;2978;100;179;7
2020-04-03T11:03:02.714245;Poland;3149;203;59;2;56;3034;50;83;2
2020-04-03T11:03:02.714245;Philippines;3018;385;136;29;52;2830;1;28;1
2020-04-03T11:03:02.714245;Japan;2617;0;63;0;514;2040;60;21;5
2020-04-03T11:03:02.714245;India;2567;24;72;0;192;2303;0;2;5
2020-04-03T11:03:02.714245;Luxembourg;2487;0;30;0;80;2377;31;3973;48
2020-04-03T11:03:02.714245;Pakistan;2450;29;35;1;126;2289;10;11;2
2020-04-03T11:03:02.714245;Indonesia;1986;196;181;11;134;1671;0;7;7
2020-04-03T11:03:02.714245;Thailand;1978;103;19;4;581;1378;23;28;3
2020-04-03T11:03:02.714245;Saudi Arabia;1885;0;21;0;328;1536;31;54;6
2020-04-03T11:03:02.714245;Finland;1615;97;19;0;300;1296;65;291;3
2020-04-03T11:03:02.714245;Greece;1544;0;53;0;61;1430;91;148;5
2020-04-03T11:03:02.714245;Mexico;1510;132;50;13;633;827;1;12;4
2020-04-03T11:03:02.714245;Panama;1475;0;37;0;9;1429;50;342;9
2020-04-03T11:03:02.714245;South Africa;1462;0;5;0;95;1362;7;25;8
2020-04-03T11:03:02.714245;Peru;1414;0;55;0;537;822;51;43;2
2020-04-03T11:03:02.714245;Dominican Republic;1380;0;60;0;16;1304;147;127;6
2020-04-03T11:03:02.714245;Iceland;1319;0;4;0;284;1031;12;3865;12
2020-04-03T11:03:02.714245;Argentina;1265;0;37;1;256;972;0;28;8
2020-04-03T11:03:02.714245;Serbia;1171;0;31;0;42;1098;81;134;4
2020-04-03T11:03:02.714245;Colombia;1161;0;19;0;55;1087;50;23;4
2020-04-03T11:03:02.714245;Singapore;1114;65;5;1;266;843;24;190;9
2020-04-03T11:03:02.714245;UAE;1024;0;8;0;96;920;2;104;8
2020-04-03T11:03:02.714245;Croatia;1011;0;7;0;88;916;34;246;2
2020-04-03T11:03:02.714245;Algeria;986;0;86;0;61;839;0;22;2
2020-04-03T11:03:02.714245;Estonia;961;103;12;1;48;901;16;724;9
2020-04-03T11:03:02.714245;Qatar;949;0;3;0;72;874;37;329;1
2020-04-03T11:03:02.714245;Ukraine;942;45;23;1;19;900;16;22;5
2020-04-03T11:03:02.714245;Slovenia;897;0;17;0;70;810;31;431;8
2020-04-03T11:03:02.714245;New Zealand;868;71;1;0;103;764;2;180;2
2020-04-03T11:03:02.714245;Egypt;865;0;58;0;201;606;0;8;6
2020-04-03T11:03:02.714245;Hong Kong;845;43;4;0;154;687;8;113;5
2020-04-03T11:03:02.714245;Iraq;772;0;54;0;202;516;0;19;1
2020-04-03T11:03:02.714245;Armenia;736;73;7;0;43;686;30;248;2
2020-04-03T11:03:02.714245;Morocco;735;27;47;3;49;639;1;20;1
2020-04-03T11:03:02.714245;Diamond Princess;712;0;11;0;619;82;10;0;0
2020-04-03T11:03:02.714245;Lithuania;696;47;9;0;7;680;11;256;3
2020-04-03T11:03:02.714245;Bahrain;672;29;4;0;382;286;3;395;2
2020-04-03T21:30:34.135275;USA;272998;28121;7005;935;12044;253949;5787;825;21
2020-04-03T21:30:34.135275;Italy;119827;4585;14681;766;19758;85388;4068;1982;243
2020-04-03T21:30:34.135275;Spain;119199;7134;11198;850;30513;77488;6416;2549;240
2020-04-03T21:30:34.135275;Germany;91159;6365;1275;168;24575;65309;3936;1088;15
2020-04-03T21:30:34.135275;France;64338;5233;6507;1120;14008;43823;6662;986;100
2020-04-03T21:30:34.135275;Iran;53183;2715;3294;134;17935;31954;4035;633;39
2020-04-03T21:30:34.135275;UK;38168;4450;3605;684;135;34428;163;562;53
2020-04-03T21:30:34.135275;Turkey;20921;2786;425;69;484;20012;1251;248;5
2020-04-03T21:30:34.135275;Switzerland;19606;779;591;55;4846;14169;348;2265;68
2020-04-03T21:30:34.135275;Belgium;16770;1422;1143;132;2872;12755;1205;1447;99
2020-04-03T21:30:34.135275;Netherlands;15723;1026;1487;148;250;13986;1324;918;87
2020-04-03T21:30:34.135275;Canada;12375;1092;208;35;2186;9981;120;328;6
2020-04-03T21:30:34.135275;Austria;11506;377;168;10;2022;9316;245;1278;19
2020-04-03T21:30:34.135275;S. Korea;10062;86;174;5;6021;3867;55;196;3
2020-04-03T21:30:34.135275;Portugal;9886;852;246;37;68;9572;245;970;24
2020-04-03T21:30:34.135275;Brazil;9056;1012;359;35;127;8570;296;43;2
2020-04-03T21:30:34.135275;Israel;7428;571;40;4;338;7050;113;858;5
2020-04-03T21:30:34.135275;Sweden;6131;563;358;50;205;5568;469;607;35
2020-04-03T21:30:34.135275;Norway;5370;223;59;9;32;5279;96;991;11
2020-04-03T21:30:34.135275;Australia;5350;36;28;3;585;4737;85;210;1
2020-04-03T21:30:34.135275;Ireland;4273;424;120;22;5;4148;109;865;24
2020-04-03T21:30:34.135275;Russia;4149;601;34;4;281;3834;8;28;2
2020-04-03T21:30:34.135275;Czechia;4091;233;53;9;72;3966;77;382;5
